player_name,team,player_role,runs_scored,balls_faced,fours,sixes,strike_rate,out_status,dismissal_type,overs_bowled,runs_conceded,wickets_taken,maidens,economy_rate,catches,run_outs,stumpings,match_id,match_date,venue,batting_team,opposition,match_result,toss_winner,toss_decision
Mukhtar Ahmed,Sudur Paschim Royals (NPL),Batsman,10,10,2,0,100.00,Yes,b Marchant de Lange,0,0,0,0,0,0,0,0,29,2025-12-09,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Biratnagar Kings (NPL)",Win,"Biratnagar Kings (NPL)",Bat
Binod Bhandari,Sudur Paschim Royals (NPL),Wicket-keeper,63,52,3,2,121.15,Yes,c Sam Heazlett b Pratis GC,0,0,0,0,0,2,0,0,29,2025-12-09,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Biratnagar Kings (NPL)",Win,"Biratnagar Kings (NPL)",Bat
Sheldon Jackson,Sudur Paschim Royals (NPL),Batsman,20,11,2,1,181.81,Yes,st †Lokesh Bam b Surya Tamang,0,0,0,0,0,1,0,0,29,2025-12-09,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Biratnagar Kings (NPL)",Win,"Biratnagar Kings (NPL)",Bat
Ishan Pandey,Sudur Paschim Royals (NPL),Batsman,13,17,1,0,76.47,Yes,c Naren Bhatta b Sam Heazlett,0,0,0,0,0,1,0,0,29,2025-12-09,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Biratnagar Kings (NPL)",Win,"Biratnagar Kings (NPL)",Bat
Dipendra Singh Airee,Sudur Paschim Royals (NPL),All-rounder,3,3,0,0,100.00,Yes,run out (Marchant de Lange/†Lokesh Bam),1,9,1,0,9.00,3,1,0,29,2025-12-09,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Biratnagar Kings (NPL)",Win,"Biratnagar Kings (NPL)",Bat
Harmeet Singh,Sudur Paschim Royals (NPL),All-rounder,14,11,2,0,127.27,Yes,c Sam Heazlett b Pratis GC,4,20,2,0,5.00,0,0,0,29,2025-12-09,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Biratnagar Kings (NPL)",Win,"Biratnagar Kings (NPL)",Bat
Aarif Sheikh,Sudur Paschim Royals (NPL),Batsman,20,13,2,1,153.84,Yes,c Sam Heazlett b Marchant de Lange,0,0,0,0,0,2,0,0,29,2025-12-09,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Biratnagar Kings (NPL)",Win,"Biratnagar Kings (NPL)",Bat
Scott Kuggeleijn,Sudur Paschim Royals (NPL),All-rounder,1,1,0,0,100.00,No,not out,3,9,2,0,3.00,2,0,0,29,2025-12-09,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Biratnagar Kings (NPL)",Win,"Biratnagar Kings (NPL)",Bat
Milan Bohara,Sudur Paschim Royals (NPL),Bowler,5,2,1,0,250.00,No,not out,1,6,0,0,6.00,0,0,0,29,2025-12-09,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Biratnagar Kings (NPL)",Win,"Biratnagar Kings (NPL)",Bat
Hemant Dhami,Sudur Paschim Royals (NPL),All-rounder,0,0,0,0,0,No,did not bat,2,12,1,0,6.00,0,0,0,29,2025-12-09,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Biratnagar Kings (NPL)",Win,"Biratnagar Kings (NPL)",Bat
Abinash Bohara,Sudur Paschim Royals (NPL),Bowler,0,0,0,0,0,No,did not bat,3.1,22,2,0,6.94,2,0,0,29,2025-12-09,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Biratnagar Kings (NPL)",Win,"Biratnagar Kings (NPL)",Bat
Sam Heazlett,Biratnagar Kings (NPL),All-rounder,0,1,0,0,0.00,Yes,c Dipendra Singh Airee b Scott Kuggeleijn,2,19,1,0,9.50,3,0,0,29,2025-12-09,"Tribhuvan University International Cricket Ground, Kirtipur","Biratnagar Kings (NPL)","Sudur Paschim Royals (NPL)",Loss,"Biratnagar Kings (NPL)",Field
Faf du Plessis,Biratnagar Kings (NPL),Batsman,36,29,3,1,124.13,Yes,c Sheldon Jackson b Hemant Dhami,0,0,0,0,0,2,0,0,29,2025-12-09,"Tribhuvan University International Cricket Ground, Kirtipur","Biratnagar Kings (NPL)","Sudur Paschim Royals (NPL)",Loss,"Biratnagar Kings (NPL)",Field
Martin Guptill,Biratnagar Kings (NPL),Batsman,2,2,0,0,100.00,Yes,run out (Ishan Pandey/Scott Kuggeleijn),0,0,0,0,0,0,1,0,29,2025-12-09,"Tribhuvan University International Cricket Ground, Kirtipur","Biratnagar Kings (NPL)","Sudur Paschim Royals (NPL)",Loss,"Biratnagar Kings (NPL)",Field
Naren Bhatta,Biratnagar Kings (NPL),All-rounder,0,1,0,0,0.00,Yes,c Scott Kuggeleijn b Harmeet Singh,2,17,0,0,8.50,1,0,0,29,2025-12-09,"Tribhuvan University International Cricket Ground, Kirtipur","Biratnagar Kings (NPL)","Sudur Paschim Royals (NPL)",Loss,"Biratnagar Kings (NPL)",Field
Basir Ahamad,Biratnagar Kings (NPL),All-rounder,12,18,2,0,66.66,Yes,c & b Dipendra Singh Airee,4,32,0,0,8.00,0,0,0,29,2025-12-09,"Tribhuvan University International Cricket Ground, Kirtipur","Biratnagar Kings (NPL)","Sudur Paschim Royals (NPL)",Loss,"Biratnagar Kings (NPL)",Field
Lokesh Bam,Biratnagar Kings (NPL),Wicket-keeper,5,6,0,0,83.33,Yes,c Dipendra Singh Airee b Abinash Bohara,0,0,0,0,0,3,0,1,29,2025-12-09,"Tribhuvan University International Cricket Ground, Kirtipur","Biratnagar Kings (NPL)","Sudur Paschim Royals (NPL)",Loss,"Biratnagar Kings (NPL)",Field
Narayan Joshi,Biratnagar Kings (NPL),All-rounder,1,3,0,0,33.33,Yes,b Harmeet Singh,0,0,0,0,0,0,0,0,29,2025-12-09,"Tribhuvan University International Cricket Ground, Kirtipur","Biratnagar Kings (NPL)","Sudur Paschim Royals (NPL)",Loss,"Biratnagar Kings (NPL)",Field
Pratis GC,Biratnagar Kings (NPL),Bowler,3,5,0,0,60.00,Yes,run out (Ishan Pandey/†Binod Bhandari),3,31,2,0,10.33,1,1,0,29,2025-12-09,"Tribhuvan University International Cricket Ground, Kirtipur","Biratnagar Kings (NPL)","Sudur Paschim Royals (NPL)",Loss,"Biratnagar Kings (NPL)",Field
Marchant de Lange,Biratnagar Kings (NPL),Bowler,15,11,1,1,136.36,Yes,c Harmeet Singh b Scott Kuggeleijn,4,23,2,0,5.75,0,0,0,29,2025-12-09,"Tribhuvan University International Cricket Ground, Kirtipur","Biratnagar Kings (NPL)","Sudur Paschim Royals (NPL)",Loss,"Biratnagar Kings (NPL)",Field
Sandeep Lamichhane,Biratnagar Kings (NPL),All-rounder,3,5,0,0,60.00,Yes,c Dipendra Singh Airee b Abinash Bohara,4,16,0,0,4.00,0,0,0,29,2025-12-09,"Tribhuvan University International Cricket Ground, Kirtipur","Biratnagar Kings (NPL)","Sudur Paschim Royals (NPL)",Loss,"Biratnagar Kings (NPL)",Field
Surya Tamang,Biratnagar Kings (NPL),Bowler,0,4,0,0,0.00,No,not out,1,13,1,0,13.00,0,0,0,29,2025-12-09,"Tribhuvan University International Cricket Ground, Kirtipur","Biratnagar Kings (NPL)","Sudur Paschim Royals (NPL)",Loss,"Biratnagar Kings (NPL)",Field

